"","SampleID","Date","Month","Year","Individual","SampleType","NumberReads","Unit","AgeYear","AgeMonth","AgeMonth_cat","Weaned","Sex","Parity","MomRank","MomRank_cat","Season","Rain30","Rain30_cat","MinT30","MinT30_cat","ReproState","Mother","MatchedMomSample"
"LID_102157","LID_102157",2018-05-02,"5","2018","F117","Infant",503639,"M2",1.246575342,14.9180327868852,"12-15","No","Female","Multiparous",0.75,"High","HotDry",41.3,"Dry",9.148387097,"Hot",NA,"F43","LID_103517"
"LID_102159","LID_102159",2018-04-21,"4","2018","F125","Infant",134991,"V",0.082191781,0.983606557377049,"0-3","No","Female","Multiparous",0.8,"High","HotDry",35.4,"Dry",8.86875,"Cold",NA,"F70","LID_102158"
"LID_102163","LID_102163",2018-03-01,"3","2018","M55","Infant",441704,"C5",2.120547945,25.3770491803279,">18","Yes","Male","Multiparous",0.4,"Med","HotDry",2.2,"Dry",8.111111111,"Cold",NA,"F16","LID_102162"
"LID_102164","LID_102164",2015-12-28,"12","2015","F94","Infant",393086,"D",2.512328767,30.0655737704918,">18","Yes","Female","Multiparous",0,"Low","ColdDry",36.4,"Dry",7.02,"Cold",NA,"F27","LID_104155"
"LID_102165","LID_102165",2015-12-30,"12","2015","F103","Infant",123410,"K",1.106849315,13.2459016393443,"12-15","No","Female","Multiparous",0,"Low","ColdDry",37.7,"Dry",7.03,"Cold",NA,"F40","LID_100232"
"LID_102166","LID_102166",2018-02-05,"2","2018","F100","Infant",413892,"K",1.320547945,15.8032786885246,"15-18","No","Female","Multiparous",0.5,"Med","HotDry",0,"Dry",6.565384615,"Cold",NA,"F40",NA
"LID_102169","LID_102169",2017-10-02,"10","2017","M57","Infant",391754,"D",1.457534247,17.4426229508197,"15-18","Yes","Male","Multiparous",0,"Low","ColdDry",129.6,"Dry",8.454166667,"Cold",NA,"F25","LID_102077"
"LID_102171","LID_102171",2017-09-16,"9","2017","F105","Infant",743311,"M2",0.052054795,0.622950819672131,"0-3","No","Female","Multiparous",1,"High","ColdWet",344.1,"Wet",8.388888889,"Cold",NA,"F47","LID_102265"
"LID_102172","LID_102172",2017-07-15,"7","2017","F117","Infant",51968,"M2",0.449315068,5.37704918032787,"3-6","No","Female","Multiparous",0.75,"High","ColdWet",289.4,"Wet",9.45,"Hot",NA,"F43","LID_102079"
"LID_102175","LID_102175",2017-08-02,"8","2017","M55","Infant",800560,"C5",1.542465753,18.4590163934426,">18","Yes","Male","Multiparous",0.4,"Med","ColdWet",468.4,"Wet",9.251724138,"Hot",NA,"F16","LID_102174"
"LID_102177","LID_102177",2017-08-09,"8","2017","M61","Infant",629324,"D",1.452054795,17.3770491803279,"15-18","Yes","Male","Primiparous",0.833333333333333,"High","ColdWet",544.4,"Wet",8.682758621,"Cold",NA,"F31","LID_102176"
"LID_102179","LID_102179",2017-10-05,"10","2017","F117","Infant",672073,"M2",0.673972603,8.0655737704918,"6-9","No","Female","Multiparous",0.75,"High","ColdDry",125.5,"Dry",8.488461538,"Cold",NA,"F43","LID_102178"
"LID_102180","LID_102180",2017-10-03,"10","2017","M55","Infant",419779,"C5",1.712328767,20.4918032786885,">18","Yes","Male","Multiparous",0.4,"Med","ColdDry",130.6,"Dry",8.456,"Cold",NA,"F16","LID_102088"
"LID_102181","LID_102181",2017-08-09,"8","2017","F98","Infant",378615,"J1",1.77260274,21.2131147540984,">18","No","Female","Multiparous",1,"High","ColdWet",544.4,"Wet",8.682758621,"Cold",NA,"F36","LID_102275"
"LID_102182","LID_102182",2017-06-02,"6","2017","F96","Infant",369155,"D",1.268493151,15.1803278688525,"15-18","Yes","Female","Primiparous",0,"Low","ColdWet",223.7,"Dry",9.355172414,"Hot",NA,"F30","LID_102183"
"LID_102184","LID_102184",2017-06-06,"6","2017","F86","Infant",490118,"C5",1.364383562,16.327868852459,"15-18","Yes","Female","Multiparous",1,"High","ColdWet",304.9,"Wet",9.376666667,"Hot",NA,"F22","LID_102185"
"LID_102186","LID_102186",2016-04-14,"4","2016","F106","Infant",534965,"M1",1.567123288,18.7540983606557,">18","No","Female","Multiparous",0,"Low","HotDry",64.9,"Dry",10.78666667,"Hot",NA,"F48","LID_103145"
"LID_102187","LID_102187",2016-04-14,"4","2016","F114","Infant",445162,"M1",1.663013699,19.9016393442623,">18","Yes","Female","Primiparous",0.714285714285714,"High","HotDry",64.9,"Dry",10.78666667,"Hot",NA,"F53",NA
"LID_102188","LID_102188",2016-05-14,"5","2016","F120","Infant",714855,"M2",1.676712329,20.0655737704918,">18","Yes","Female","Multiparous",0,"Low","HotDry",213.8,"Dry",10.17,"Hot",NA,"F51","LID_100227"
"LID_102189","LID_102189",2016-05-16,"5","2016","F89","Infant",392402,"C3",1.926027397,23.0491803278689,">18","Yes","Female","Multiparous",0.5,"Med","HotDry",228.6,"Dry",10.20333333,"Hot",NA,"F20","LID_100110"
"LID_102190","LID_102190",2016-06-18,"6","2016","F110","Infant",451199,"M1",0.312328767,3.73770491803279,"3-6","No","Female","Primiparous",0.857142857142857,"High","ColdWet",222.9,"Dry",10.134375,"Hot",NA,"F42","LID_103101"
"LID_102191","LID_102191",2016-06-20,"6","2016","M57","Infant",533548,"D",0.17260274,2.0655737704918,"0-3","No","Male","Multiparous",0,"Low","ColdWet",253.2,"Dry",9.96875,"Hot",NA,"F25","LID_100233"
"LID_102194","LID_102194",2017-12-02,"12","2017","F96","Infant",618018,"D",1.769863014,21.1803278688525,">18","Yes","Female","Primiparous",0,"Low","ColdDry",27.2,"Dry",7.257142857,"Cold",NA,"F30","LID_102195"
"LID_102196","LID_102196",2017-12-09,"12","2017","F105","Infant",41468,"M2",0.282191781,3.37704918032787,"3-6","No","Female","Multiparous",1,"High","ColdDry",0,"Dry",7.138461538,"Cold",NA,"F47","LID_102101"
"LID_102199","LID_102199",2017-12-01,"12","2017","M55","Infant",544050,"C5",1.873972603,22.4262295081967,">18","Yes","Male","Multiparous",0.4,"Med","ColdDry",27.2,"Dry",7.264285714,"Cold",NA,"F16","LID_102293"
"LID_102201","LID_102201",2017-12-04,"12","2017","M56","Infant",807013,"D",1.495890411,17.9016393442623,"15-18","Yes","Male","Multiparous",0.333333333333333,"Med","ColdDry",27.2,"Dry",7.217857143,"Cold",NA,"F27","LID_101721"
"LID_102203","LID_102203",2018-02-05,"2","2018","M60","Infant",96851,"D",1.860273973,22.2622950819672,">18","Yes","Male","Primiparous",0.5,"Med","HotDry",0,"Dry",6.565384615,"Cold",NA,"F24","LID_102202"
"LID_102206","LID_102206",2018-01-22,"1","2018","F107","Infant",292425,"M1",0.619178082,7.40983606557377,"6-9","No","Female","Multiparous",0.142857142857143,"Low","ColdDry",0,"Dry",6.128,"Cold",NA,"F52","LID_102112"
"LID_102207","LID_102207",2018-01-15,"1","2018","M61","Infant",103555,"D",1.887671233,22.5901639344262,">18","Yes","Male","Primiparous",0.833333333333333,"High","ColdDry",0,"Dry",5.955555556,"Cold",NA,"F31","LID_101732"
"LID_102209","LID_102209",2018-01-11,"1","2018","M55","Infant",273089,"C5",1.98630137,23.7704918032787,">18","Yes","Male","Multiparous",0.4,"Med","ColdDry",0,"Dry",5.942307692,"Cold",NA,"F16","LID_102208"
"LID_102211","LID_102211",2016-03-17,"3","2016","F98","Infant",703795,"J1",0.375342466,4.49180327868852,"3-6","No","Female","Multiparous",1,"High","HotDry",19.8,"Dry",10.41111111,"Hot",NA,"F36",NA
"LID_102213","LID_102213",2017-11-08,"11","2017","M63","Infant",277934,"J1",2.090410959,25.016393442623,">18","No","Male","Multiparous",0,"Low","ColdDry",231.3,"Dry",7.703333333,"Cold",NA,"F37","LID_102212"
"LID_102214","LID_102214",2018-04-02,"4","2018","M56","Infant",364327,"D",1.821917808,21.8032786885246,">18","Yes","Male","Multiparous",0.333333333333333,"Med","HotDry",22.6,"Dry",8.213333333,"Cold",NA,"F27","LID_102310"
"LID_102217","LID_102217",2018-08-06,"8","2018","F124","Infant",529550,"V",0.2,2.39344262295082,"0-3","No","Female","Primiparous",1,"High","ColdWet",463.4,"Wet",8.1,"Cold",NA,"F74","LID_102216"
"LID_102219","LID_102219",2018-08-27,"8","2018","F124","Infant",230151,"V",0.257534247,3.08196721311475,"3-6","No","Female","Primiparous",1,"High","ColdWet",447.4,"Wet",7.96,"Cold",NA,"F74","LID_102218"
"LID_102221","LID_102221",2018-09-06,"9","2018","F91","Infant",509829,"C5",2.361643836,28.2622950819672,">18","Yes","Female","Multiparous",0.6,"Med","ColdWet",445,"Wet",8.014285714,"Cold",NA,"F19","LID_102220"
"LID_102223","LID_102223",2018-08-01,"8","2018","M66","Infant",333533,"M1",1.556164384,18.6229508196721,">18","No","Male","Multiparous",0,"Low","ColdWet",473.4,"Wet",8.112,"Cold",NA,"F48","LID_102222"
"LID_102225","LID_102225",2018-08-02,"8","2018","M52","Infant",361349,"C5",0.243835616,2.91803278688525,"0-3","No","Male","Multiparous",1,"High","ColdWet",482.9,"Wet",8.112,"Cold",NA,"F22","LID_102224"
"LID_102227","LID_102227",2018-08-01,"8","2018","M61","Infant",477038,"D",2.430136986,29.0819672131148,">18","Yes","Male","Primiparous",0.833333333333333,"High","ColdWet",473.4,"Wet",8.112,"Cold",NA,"F31","LID_102226"
"LID_102229","LID_102229",2018-07-14,"7","2018","M82","Infant",454975,"V",0.260273973,3.11475409836066,"3-6","No","Male","Multiparous",0,"Low","ColdWet",430.2,"Wet",8.16,"Cold",NA,"F71","LID_102228"
"LID_102231","LID_102231",2018-07-05,"7","2018","F117","Infant",170449,"M2",1.421917808,17.016393442623,"15-18","No","Female","Multiparous",0.75,"High","ColdWet",321.3,"Wet",8.453846154,"Cold",NA,"F43","LID_102230"
"LID_102233","LID_102233",2018-07-03,"7","2018","F100","Infant",247780,"K",1.726027397,20.655737704918,">18","Yes","Female","Multiparous",0.5,"Med","ColdWet",280.8,"Wet",8.630769231,"Cold",NA,"F40","LID_102232"
"LID_102235","LID_102235",2018-07-02,"7","2018","M51","Infant",515899,"C5",1.978082192,23.672131147541,">18","Yes","Male","Primiparous",0,"Low","ColdWet",296.8,"Wet",8.636,"Cold",NA,"F23","LID_102234"
"LID_102236","LID_102236",2018-06-08,"6","2018","M72","Infant",138173,"M2",0.328767123,3.9344262295082,"3-6","No","Male","Primiparous",0.25,"Low","ColdWet",218.8,"Dry",9.776,"Hot",NA,"F46","LID_102144"
"LID_102238","LID_102238",2018-06-05,"6","2018","F109","Infant",577179,"M2",1.4,16.7540983606557,"15-18","No","Female","Multiparous",0,"Low","ColdWet",195.7,"Dry",10.01153846,"Hot",NA,"F51","LID_102146"
"LID_102240","LID_102240",2018-06-02,"6","2018","M83","Infant",433206,"V",2.950684932,35.3114754098361,">18","Yes","Male","Primiparous",0.5,"Med","ColdWet",191.7,"Dry",10.03076923,"Hot",NA,"F73","LID_102148"
"LID_102242","LID_102242",2018-05-23,"5","2018","M66","Infant",654538,"M1",1.364383562,16.327868852459,"15-18","No","Male","Multiparous",0,"Low","HotDry",89,"Dry",10.21428571,"Hot",NA,"F48","LID_102149"
"LID_102244","LID_102244",2018-06-01,"6","2018","M59","Infant",316533,"D",2.24109589,26.8196721311475,">18","Yes","Male","Multiparous",1,"High","ColdWet",174.2,"Dry",10.12592593,"Hot",NA,"F26","LID_101865"
"LID_102248","LID_102248",2018-05-01,"5","2018","M59","Infant",212104,"D",2.156164384,25.8032786885246,">18","Yes","Male","Multiparous",1,"High","HotDry",51.1,"Dry",9.058064516,"Hot",NA,"F26",NA
"LID_102251","LID_102251",2018-05-02,"5","2018","F105","Infant",465576,"M2",0.676712329,8.09836065573771,"6-9","No","Female","Multiparous",1,"High","HotDry",41.3,"Dry",9.148387097,"Hot",NA,"F47","LID_102250"
"LID_102254","LID_102254",2018-04-02,"4","2018","F92","Infant",173825,"C3",1.002739726,12,"9-12","No","Female","Multiparous",1,"High","HotDry",22.6,"Dry",8.213333333,"Cold",NA,"F18","LID_102161"
"LID_102255","LID_102255",2018-04-02,"4","2018","F90","Infant",378641,"C3",1.430136986,17.1147540983607,"15-18","No","Female","Multiparous",0,"Low","HotDry",22.6,"Dry",8.213333333,"Cold",NA,"F20",NA
"LID_102257","LID_102257",2018-03-02,"3","2018","F91","Infant",151051,"C5",1.846575342,22.0983606557377,">18","No","Female","Multiparous",0.6,"Med","HotDry",2.2,"Dry",8.085185185,"Cold",NA,"F19","LID_102256"
"LID_102260","LID_102260",2016-01-02,"1","2016","F104","Infant",439367,"M1",1.334246575,15.9672131147541,"15-18","Yes","Female","Multiparous",1,"High","ColdDry",37.7,"Dry",7.003225806,"Cold",NA,"F45",NA
"LID_102261","LID_102261",2016-01-09,"1","2016","F129","Infant",346983,"V",1.312328767,15.7049180327869,"15-18","No","Female","Multiparous",0,"Low","ColdDry",28.3,"Dry",7.106666667,"Cold",NA,"F71","LID_103060"
"LID_102262","LID_102262",2016-01-28,"1","2016","F104","Infant",294047,"M1",1.405479452,16.8196721311475,"15-18","Yes","Female","Multiparous",1,"High","ColdDry",1.3,"Dry",7.2,"Cold",NA,"F45",NA
"LID_102263","LID_102263",2017-08-21,"8","2017","F130","Infant",391507,"V",2.884931507,34.5245901639344,">18","Yes","Female","Multiparous",0.333333333333333,"Med","ColdWet",570.4,"Wet",8.580645161,"Cold",NA,"F75","LID_102076"
"LID_102266","LID_102266",2017-09-04,"9","2017","F107","Infant",287499,"M1",0.235616438,2.81967213114754,"0-3","No","Female","Multiparous",0.142857142857143,"Low","ColdWet",504.6,"Wet",8.325,"Cold",NA,"F52","LID_101599"
"LID_102267","LID_102267",2017-06-15,"6","2017","F98","Infant",318865,"J1",1.621917808,19.4098360655738,">18","No","Female","Multiparous",1,"High","ColdWet",288.8,"Wet",9.458064516,"Hot",NA,"F36","LID_101986"
"LID_102270","LID_102270",2017-08-02,"8","2017","M51","Infant",622975,"C5",1.063013699,12.7213114754098,"12-15","No","Male","Primiparous",0,"Low","ColdWet",468.4,"Wet",9.251724138,"Hot",NA,"F23","LID_102269"
"LID_102272","LID_102272",2017-08-09,"8","2017","F95","Infant",903821,"D",1.624657534,19.4426229508197,">18","Yes","Female","Multiparous",0,"Low","ColdWet",544.4,"Wet",8.682758621,"Cold",NA,"F28","LID_102271"
"LID_102274","LID_102274",2017-10-05,"10","2017","F109","Infant",416997,"M2",0.734246575,8.78688524590164,"6-9","No","Female","Multiparous",0,"Low","ColdDry",125.5,"Dry",8.488461538,"Cold",NA,"F51","LID_102273"
"LID_102276","LID_102276",2017-08-12,"8","2017","F109","Infant",347808,"M2",0.58630137,7.01639344262295,"6-9","No","Female","Multiparous",0,"Low","ColdWet",563.8,"Wet",8.668965517,"Cold",NA,"F51","LID_101611"
"LID_102277","LID_102277",2017-06-02,"6","2017","M60","Infant",636918,"D",1.180821918,14.1311475409836,"12-15","Yes","Male","Primiparous",0.5,"Med","ColdWet",223.7,"Dry",9.355172414,"Hot",NA,"F24","LID_102278"
"LID_102280","LID_102280",2017-06-06,"6","2017","F91","Infant",295657,"C5",1.109589041,13.2786885245902,"12-15","No","Female","Multiparous",0.6,"Med","ColdWet",304.9,"Wet",9.376666667,"Hot",NA,"F19","LID_102279"
"LID_102281","LID_102281",2016-04-14,"4","2016","M74","Infant",372413,"M1",1.350684932,16.1639344262295,"15-18","No","Male","Multiparous",0.285714285714286,"Low","HotDry",64.9,"Dry",10.78666667,"Hot",NA,"F52","LID_104141"
"LID_102282","LID_102282",2016-04-15,"4","2016","M58","Infant",545032,"D",2.884931507,34.5245901639344,">18","Yes","Male","Multiparous",0.333333333333333,"Med","HotDry",48.9,"Dry",10.79666667,"Hot",NA,"F25",NA
"LID_102283","LID_102283",2016-05-17,"5","2016","M63","Infant",710191,"J1",0.610958904,7.31147540983607,"6-9","No","Male","Multiparous",0,"Low","HotDry",230.8,"Dry",10.19,"Hot",NA,"F37","LID_100068"
"LID_102284","LID_102284",2016-05-19,"5","2016","M81","Infant",555184,"V",2.846575342,34.0655737704918,">18","Yes","Male","Primiparous",0.666666666666667,"Med","HotDry",230.1,"Dry",10.12333333,"Hot",NA,"F70","LID_100208"
"LID_102285","LID_102285",2016-07-01,"7","2016","F126","Infant",285303,"V",1.58630137,18.983606557377,">18","Yes","Female","Multiparous",0.833333333333333,"High","ColdWet",372.4,"Wet",9.283870968,"Hot",NA,"F68","LID_100100"
"LID_102286","LID_102286",2016-07-01,"7","2016","M83","Infant",440777,"V",1.030136986,12.327868852459,"12-15","No","Male","Primiparous",0.5,"Med","ColdWet",372.4,"Wet",9.283870968,"Hot",NA,"F73","LID_103106"
"LID_102288","LID_102288",2016-02-11,"2","2016","F104","Infant",146853,"M1",1.443835616,17.2786885245902,"15-18","Yes","Female","Multiparous",1,"High","HotDry",0,"Dry",7.283333333,"Cold",NA,"F45",NA
"LID_102289","LID_102289",2017-12-02,"12","2017","F93","Infant",299950,"C3",1.736986301,20.7868852459016,">18","No","Female","Primiparous",0.5,"Med","ColdDry",27.2,"Dry",7.257142857,"Cold",NA,"F21","LID_102290"
"LID_102291","LID_102291",2017-12-11,"12","2017","M68","Infant",190378,"M1",0.254794521,3.04918032786885,"3-6","No","Male","Multiparous",0.857142857142857,"High","ColdDry",0,"Dry",7.138461538,"Cold",NA,"F45","LID_102197"
"LID_102292","LID_102292",2017-12-20,"12","2017","F112","Infant",52154,"M2",0.501369863,6,"3-6","No","Female","Multiparous",0.25,"Low","ColdDry",0,"Dry",6.364,"Cold",NA,"F41","LID_101725"
"LID_102294","LID_102294",2017-12-02,"12","2017","M61","Infant",628906,"D",1.767123288,21.1475409836066,">18","Yes","Male","Primiparous",0.833333333333333,"High","ColdDry",27.2,"Dry",7.257142857,"Cold",NA,"F31","LID_101629"
"LID_102296","LID_102296",2017-12-20,"12","2017","F117","Infant",481296,"M2",0.882191781,10.5573770491803,"9-12","No","Female","Multiparous",0.75,"High","ColdDry",0,"Dry",6.364,"Cold",NA,"F43","LID_102295"
"LID_102298","LID_102298",2018-02-05,"2","2018","F96","Infant",160381,"D",1.947945205,23.3114754098361,">18","Yes","Female","Primiparous",0,"Low","HotDry",0,"Dry",6.565384615,"Cold",NA,"F30","LID_102297"
"LID_102299","LID_102299",2018-01-02,"1","2018","M59","Infant",177502,"D",1.830136986,21.9016393442623,">18","Yes","Male","Multiparous",1,"High","ColdDry",0,"Dry",6.076923077,"Cold",NA,"F26","LID_102301"
"LID_102302","LID_102302",2018-01-02,"1","2018","F92","Infant",122896,"C3",0.756164384,9.04918032786885,"9-12","No","Female","Multiparous",1,"High","ColdDry",0,"Dry",6.076923077,"Cold",NA,"F18","LID_101635"
"LID_102303","LID_102303",2018-01-12,"1","2018","M60","Infant",427557,"D",1.794520548,21.4754098360656,">18","Yes","Male","Primiparous",0.5,"Med","ColdDry",0,"Dry",5.923076923,"Cold",NA,"F24","LID_102304"
"LID_102305","LID_102305",2016-03-25,"3","2016","F94","Infant",267795,"D",2.753424658,32.9508196721311,">18","Yes","Female","Multiparous",0,"Low","HotDry",56.4,"Dry",10.56666667,"Hot",NA,"F27","LID_103045"
"LID_102306","LID_102306",2016-03-24,"3","2016","M63","Infant",500526,"J1",0.463013699,5.54098360655738,"3-6","No","Male","Multiparous",0,"Low","HotDry",56.4,"Dry",10.4962963,"Hot",NA,"F37","LID_100218"
"LID_102308","LID_102308",2017-11-17,"11","2017","F110","Infant",375091,"M1",1.728767123,20.6885245901639,">18","No","Female","Primiparous",0.857142857142857,"High","ColdDry",151.5,"Dry",7.806666667,"Cold",NA,"F42","LID_102307"
"LID_102312","LID_102312",2018-08-08,"8","2018","M82","Infant",522430,"V",0.328767123,3.9344262295082,"3-6","No","Male","Multiparous",0,"Low","ColdWet",492.9,"Wet",8.06,"Cold",NA,"F71","LID_102311"
"LID_102314","LID_102314",2018-08-31,"8","2018","F119","Infant",541269,"M1",0.282191781,3.37704918032787,"3-6","No","Female","Multiparous",0.4,"Med","ColdWet",484.9,"Wet",7.981481481,"Cold",NA,"F49","LID_102313"
"LID_102729","LID_102729",2018-09-07,"9","2018","M60","Infant",257350,"D1",2.446575342,29.2786885245902,">18","Yes","Male","Primiparous",0.5,"Med","ColdWet",437,"Wet",8.062068966,"Cold",NA,"F24","LID_102721"
"LID_102730","LID_102730",2018-09-10,"9","2018","F100","Infant",119140,"K",1.915068493,22.9180327868852,">18","Yes","Female","Multiparous",0.5,"Med","ColdWet",403.8,"Wet",8.06,"Cold",NA,"F40","LID_102722"
"LID_102731","LID_102731",2018-09-17,"9","2018","M66","Infant",276239,"M1",1.684931507,20.1639344262295,">18","No","Male","Multiparous",0,"Low","ColdWet",345,"Wet",8.109677419,"Cold",NA,"F48","LID_102723"
"LID_102745","LID_102745",2018-09-07,"9","2018","F96","Infant",617456,"D2",2.534246575,30.327868852459,">18","Yes","Female","Primiparous",0,"Low","ColdWet",437,"Wet",8.062068966,"Cold",NA,"F30","LID_102737"
"LID_102761","LID_102761",2018-09-07,"9","2018","F95","Infant",399646,"D1",2.704109589,32.3606557377049,">18","Yes","Female","Multiparous",0,"Low","ColdWet",437,"Wet",8.062068966,"Cold",NA,"F28","LID_102753"
"LID_102762","LID_102762",2018-09-12,"9","2018","M84","Infant",540036,"V",0.684931507,8.19672131147541,"6-9","No","Male","Multiparous",0.4,"Med","ColdWet",440.9,"Wet",8.05483871,"Cold",NA,"F75","LID_102754"
"LID_102777","LID_102777",2018-09-10,"9","2018","M56","Infant",363164,"D2",2.263013699,27.0819672131148,">18","Yes","Male","Multiparous",0.333333333333333,"Med","ColdWet",403.8,"Wet",8.06,"Cold",NA,"F27","LID_102769"
"LID_102778","LID_102778",2018-09-12,"9","2018","M61","Infant",189413,"D1",2.545205479,30.4590163934426,">18","Yes","Male","Primiparous",0.833333333333333,"High","ColdWet",440.9,"Wet",8.05483871,"Cold",NA,"F31","LID_102770"
"LID_102793","LID_102793",2018-09-10,"9","2018","M59","Infant",444738,"D1",2.517808219,30.1311475409836,">18","Yes","Male","Multiparous",1,"High","ColdWet",403.8,"Wet",8.06,"Cold",NA,"F26","LID_102785"
"LID_102794","LID_102794",2018-09-13,"9","2018","F125","Infant",506377,"V",0.479452055,5.73770491803279,"3-6","No","Female","Multiparous",0.8,"High","ColdWet",457.9,"Wet",8.012903226,"Cold",NA,"F70","LID_102786"
"LID_102795","LID_102795",2016-04-01,"4","2016","F104","Infant",273397,"M1",1.580821918,18.9180327868852,">18","Yes","Female","Multiparous",1,"High","HotDry",64.4,"Dry",10.99310345,"Hot",NA,"F45",NA
"LID_102809","LID_102809",2018-09-10,"9","2018","F101","Infant",71348,"K",0.235616438,2.81967213114754,"0-3","No","Female","Primiparous",0,"Low","ColdWet",403.8,"Wet",8.06,"Cold",NA,"F38",NA
"LID_102810","LID_102810",2018-09-17,"9","2018","F110","Infant",148745,"M1",2.561643836,30.655737704918,">18","Yes","Female","Primiparous",0.857142857142857,"High","ColdWet",345,"Wet",8.109677419,"Cold",NA,"F42","LID_102802"
"LID_102913","LID_102913",2018-09-07,"9","2018","M57","Infant",598408,"D2",2.389041096,28.5901639344262,">18","Yes","Male","Multiparous",0,"Low","ColdWet",437,"Wet",8.062068966,"Cold",NA,"F25","LID_102315"
"LID_102934","LID_102934",2015-11-03,"11","2015","F104","Infant",689496,"M1",1.169863014,14,"12-15","Yes","Female","Multiparous",1,"High","ColdDry",89.9,"Dry",11.52413793,"Hot",NA,"F45","LID_104117"
"LID_102942","LID_102942",2016-02-26,"2","2016","M81","Infant",620455,"V",2.619178082,31.344262295082,">18","Yes","Male","Primiparous",0.666666666666667,"Med","HotDry",0,"Dry",8.396428571,"Cold",NA,"F70",NA
"LID_102950","LID_102950",2016-02-18,"2","2016","F85","Infant",471568,"C5",2.717808219,32.5245901639344,">18","Yes","Female","Multiparous",1,"High","HotDry",0,"Dry",7.917241379,"Cold",NA,"F89",NA
"LID_102951","LID_102951",2017-10-14,"10","2017","F93","Infant",50777,"C3",1.602739726,19.1803278688525,">18","No","Female","Primiparous",0.5,"Med","ColdDry",100.7,"Dry",8.269230769,"Cold",NA,"F21","LID_102959"
"LID_102958","LID_102958",2016-02-27,"2","2016","F103","Infant",261771,"K",1.268493151,15.1803278688525,"15-18","No","Female","Multiparous",0,"Low","HotDry",0,"Dry",8.460714286,"Cold",NA,"F40",NA
"LID_102966","LID_102966",2016-03-03,"3","2016","M70","Infant",127192,"M2",1.482191781,17.7377049180328,"15-18","Yes","Male","Multiparous",0.333333333333333,"Med","HotDry",0,"Dry",9.315384615,"Hot",NA,"F41",NA
"LID_102975","LID_102975",2017-10-14,"10","2017","F90","Infant",235194,"C3",0.964383562,11.5409836065574,"9-12","No","Female","Multiparous",0,"Low","ColdDry",100.7,"Dry",8.269230769,"Cold",NA,"F20",NA
"LID_102983","LID_102983",2017-10-18,"10","2017","F100","Infant",208273,"K",1.019178082,12.1967213114754,"12-15","No","Female","Multiparous",0.5,"Med","ColdDry",207.7,"Dry",8.25,"Cold",NA,"F40",NA
"LID_103006","LID_103006",2016-02-26,"2","2016","F130","Infant",189974,"V",1.4,16.7540983606557,"15-18","No","Female","Multiparous",0.333333333333333,"Med","HotDry",0,"Dry",8.396428571,"Cold",NA,"F75",NA
"LID_103009","LID_103009",2018-06-01,"6","2018","M51","Infant",702239,"C5",1.893150685,22.655737704918,">18","Yes","Male","Primiparous",0,"Low","ColdWet",174.2,"Dry",10.12592593,"Hot",NA,"F23","LID_101956"
"LID_103022","LID_103022",2015-01-12,"1","2015","F129","Infant",146213,"V",0.320547945,3.83606557377049,"3-6","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",6.223529412,"Cold",NA,"F71",NA
"LID_103033","LID_103033",2018-06-02,"6","2018","F87","Infant",706485,"C5",0.509589041,6.0983606557377,"6-9","No","Female","Multiparous",0.75,"High","ColdWet",191.7,"Dry",10.03076923,"Hot",NA,"F17","LID_103025"
"LID_103039","LID_103039",2015-04-20,"4","2015","F120","Infant",65873,"M2",0.608219178,7.27868852459016,"6-9","No","Female","Multiparous",0,"Low","HotDry",55.1,"Dry",9.696153846,"Hot",NA,"F51",NA
"LID_103041","LID_103041",2018-04-02,"4","2018","F96","Infant",178342,"D",2.101369863,25.1475409836066,">18","Yes","Female","Primiparous",0,"Low","HotDry",22.6,"Dry",8.213333333,"Cold",NA,"F30",NA
"LID_103050","LID_103050",2018-03-03,"3","2018","M56","Infant",31682,"D",1.739726027,20.8196721311475,">18","Yes","Male","Multiparous",0.333333333333333,"Med","HotDry",2.2,"Dry",8.044444444,"Cold",NA,"F27","LID_103042"
"LID_103056","LID_103056",2015-05-14,"5","2015","F97","Infant",449528,"G",0.912328767,10.9180327868852,"9-12","No","Female","Primiparous",0,"Low","HotDry",146.3,"Dry",9.755555556,"Hot",NA,"F34",NA
"LID_103061","LID_103061",2016-04-11,"4","2016","F96","Infant",125841,"D",0.126027397,1.50819672131148,"0-3","No","Female","Primiparous",0,"Low","HotDry",64.9,"Dry",10.82068966,"Hot",NA,"F30",NA
"LID_103063","LID_103063",2015-05-05,"5","2015","M75","Infant",131041,"N",0.476712329,5.70491803278689,"3-6","No","Male","Primiparous",0.5,"Med","HotDry",135,"Dry",9.742307692,"Hot",NA,"F56",NA
"LID_103065","LID_103065",2018-04-03,"4","2018","M55","Infant",235609,"C5",2.210958904,26.4590163934426,">18","Yes","Male","Multiparous",0.4,"Med","HotDry",23.4,"Dry",8.26,"Cold",NA,"F16","LID_103278"
"LID_103066","LID_103066",2018-03-08,"3","2018","M84","Infant",149105,"V",0.169863014,2.0327868852459,"0-3","No","Male","Multiparous",0.4,"Med","HotDry",2.2,"Dry",8.103703704,"Cold",NA,"F75",NA
