"","SampleID","Date","Month","Year","Individual","SampleType","NumberReads","Unit","AgeYear","AgeMonth","AgeMonth_cat","Weaned","Sex","Parity","MomRank","MomRank_cat","Season","Rain30","Rain30_cat","MinT30","MinT30_cat","ReproState","Mother","MatchedMomSample"
"LID_102856","LID_102856",2018-11-15,"11","2018","F38","Adult female",264645,"K",7.232876712,86.5573770491803,">18","No","Female","Primiparous",0,"Low","ColdDry",100.6,"Dry",8.042857143,"Cold","L1",NA,NA
"LID_102857","LID_102857",2018-12-06,"12","2018","F48","Adult female",440043,"M1",20.25479452,242.393442622951,">18","No","Female","Multiparous",0,"Low","ColdDry",55,"Dry",7.911111111,"Cold","L2",NA,NA
"LID_102859","LID_102859",2018-10-01,"10","2018","F24","Adult female",83131,"D1",8.95890411,107.213114754098,">18",NA,"Female",NA,NA,NA,"ColdDry",158.6,"Dry",8.192307692,"Cold",NA,NA,NA
"LID_102861","LID_102861",2018-10-13,"10","2018","F49","Adult female",678084,"M1",11.2630137,134.786885245902,">18","No","Female","Multiparous",0.4,"Med","ColdDry",155.6,"Dry",8.308,"Cold","L1",NA,NA
"LID_102862","LID_102862",2018-11-09,"11","2018","F25","Adult female",340537,"D2",21.53972603,257.770491803279,">18",NA,"Female",NA,NA,NA,"ColdDry",109.5,"Dry",8.246428571,"Cold",NA,NA,NA
"LID_102863","LID_102863",2018-11-12,"11","2018","F18","Adult female",112725,"C3",16.2,193.868852459016,">18","No","Female","Multiparous",1,"High","ColdDry",110.5,"Dry",8.2,"Cold","L2",NA,NA
"LID_102864","LID_102864",2018-11-15,"11","2018","F47","Adult female",615579,"M2",16.04109589,191.967213114754,">18","No","Female","Multiparous",1,"High","ColdDry",100.6,"Dry",8.042857143,"Cold","L2",NA,NA
"LID_102868","LID_102868",2018-10-04,"10","2018","F51","Adult female",160939,"M2",15.95616438,190.950819672131,">18",NA,"Female",NA,NA,NA,"ColdDry",153.2,"Dry",8.157692308,"Cold","Cycling",NA,NA
"LID_102869","LID_102869",2018-10-13,"10","2018","F42","Adult female",396665,"M1",7.991780822,95.6393442622951,">18",NA,"Female",NA,NA,NA,"ColdDry",155.6,"Dry",8.308,"Cold","Cycling",NA,NA
"LID_102870","LID_102870",2018-11-09,"11","2018","F26","Adult female",269068,"D1",17.73972603,212.295081967213,">18",NA,"Female",NA,NA,NA,"ColdDry",109.5,"Dry",8.246428571,"Cold",NA,NA,NA
"LID_102871","LID_102871",2018-11-13,"11","2018","F42","Adult female",924549,"M1",8.076712329,96.655737704918,">18",NA,"Female",NA,NA,NA,"ColdDry",101.5,"Dry",8.121428571,"Cold","Cycling",NA,NA
"LID_102872","LID_102872",2018-11-15,"11","2018","F30","Adult female",95977,"D2",9.84109589,117.770491803279,">18",NA,"Female",NA,NA,NA,"ColdDry",100.6,"Dry",8.042857143,"Cold",NA,NA,NA
"LID_102876","LID_102876",2018-10-04,"10","2018","F48","Adult female",49666,"M1",20.08219178,240.327868852459,">18","No","Female","Multiparous",0,"Low","ColdDry",153.2,"Dry",8.157692308,"Cold","L2",NA,NA
"LID_102877","LID_102877",2018-10-13,"10","2018","F44","Adult female",80918,"M1",13.83561644,165.573770491803,">18","No","Female","Multiparous",0.4,"Med","ColdDry",155.6,"Dry",8.308,"Cold","L1",NA,NA
"LID_102878","LID_102878",2018-11-09,"11","2018","F37","Adult female",355854,"J1",15.36986301,183.934426229508,">18",NA,"Female","Multiparous",NA,NA,"ColdDry",109.5,"Dry",8.246428571,"Cold","Pregnant",NA,NA
"LID_102879","LID_102879",2018-11-13,"11","2018","F49","Adult female",234773,"M1",11.34794521,135.803278688525,">18","No","Female","Multiparous",0.4,"Med","ColdDry",101.5,"Dry",8.121428571,"Cold","L1",NA,NA
"LID_102883","LID_102883",2018-10-01,"10","2018","F75","Adult female",464793,"V",19.67671233,235.475409836066,">18","No","Female","Multiparous",0.4,"Med","ColdDry",158.6,"Dry",8.192307692,"Cold","L1",NA,NA
"LID_102884","LID_102884",2018-10-05,"10","2018","F22","Adult female",711671,"C5",14.64109589,175.213114754098,">18","No","Female","Multiparous",1,"High","ColdDry",141.2,"Dry",8.211538462,"Cold","L1",NA,NA
"LID_102885","LID_102885",2018-10-17,"10","2018","F42","Adult female",44164,"M1",8.002739726,95.7704918032787,">18",NA,"Female",NA,NA,NA,"ColdDry",127.5,"Dry",8.46,"Cold","Cycling",NA,NA
"LID_102886","LID_102886",2018-11-09,"11","2018","F23","Adult female",517897,"C5",8.797260274,105.27868852459,">18",NA,"Female",NA,NA,NA,"ColdDry",109.5,"Dry",8.246428571,"Cold","Cycling",NA,NA
"LID_102887","LID_102887",2018-11-13,"11","2018","F24","Adult female",1173496,"D1",9.076712329,108.622950819672,">18",NA,"Female",NA,NA,NA,"ColdDry",101.5,"Dry",8.121428571,"Cold",NA,NA,NA
"LID_102888","LID_102888",2018-11-16,"11","2018","F20","Adult female",767876,"C3",12.31232877,147.344262295082,">18","No","Female","Multiparous",0,"Low","ColdDry",101,"Dry",8.017857143,"Cold","L2",NA,NA
"LID_102889","LID_102889",2018-12-06,"12","2018","F38","Adult female",7099011,"K",7.290410959,87.2459016393443,">18","No","Female","Primiparous",0,"Low","ColdDry",55,"Dry",7.911111111,"Cold","L1",NA,NA
"LID_102892","LID_102892",2018-10-05,"10","2018","F38","Adult female",58975,"K",7.120547945,85.2131147540984,">18","No","Female","Primiparous",0,"Low","ColdDry",141.2,"Dry",8.211538462,"Cold","L1",NA,NA
"LID_102893","LID_102893",2018-11-07,"11","2018","F18","Adult female",496230,"C3",16.18630137,193.704918032787,">18","No","Female","Multiparous",1,"High","ColdDry",164.5,"Dry",8.242307692,"Cold","L2",NA,NA
"LID_102895","LID_102895",2018-11-13,"11","2018","F31","Adult female",7989203,"D1",9.2,110.098360655738,">18",NA,"Female",NA,NA,NA,"ColdDry",101.5,"Dry",8.121428571,"Cold",NA,NA,NA
"LID_102896","LID_102896",2018-11-17,"11","2018","F27","Adult female",79377,"D2",15.81643836,189.27868852459,">18",NA,"Female",NA,NA,NA,"ColdDry",102,"Dry",7.921428571,"Cold",NA,NA,NA
"LID_102897","LID_102897",2018-12-06,"12","2018","F43","Adult female",835601,"M2",21.29589041,254.852459016393,">18","No","Female","Multiparous",0.75,"High","ColdDry",55,"Dry",7.911111111,"Cold","L2",NA,NA
"LID_102900","LID_102900",2018-10-05,"10","2018","F23","Adult female",58256,"C5",8.701369863,104.131147540984,">18",NA,"Female",NA,NA,NA,"ColdDry",141.2,"Dry",8.211538462,"Cold","Cycling",NA,NA
"LID_102901","LID_102901",2018-11-07,"11","2018","F74","Adult female",74820,"V",6.778082192,81.1147540983606,">18","No","Female","Primiparous",1,"High","ColdDry",164.5,"Dry",8.242307692,"Cold","L1",NA,NA
"LID_102902","LID_102902",2018-11-09,"11","2018","F40","Adult female",283768,"K",11.6739726,139.704918032787,">18",NA,"Female","Multiparous",NA,NA,"ColdDry",109.5,"Dry",8.246428571,"Cold","Pregnant",NA,NA
"LID_102903","LID_102903",2018-11-13,"11","2018","F28","Adult female",2267873,"D1",11.47945205,137.377049180328,">18",NA,"Female",NA,NA,NA,"ColdDry",101.5,"Dry",8.121428571,"Cold",NA,NA,NA
"LID_102904","LID_102904",2018-11-17,"11","2018","F73","Adult female",2195618,"V",10.96986301,131.27868852459,">18",NA,"Female",NA,NA,NA,"ColdDry",102,"Dry",7.921428571,"Cold","Cycling",NA,NA
"LID_102905","LID_102905",2018-12-06,"12","2018","F46","Adult female",946059,"M2",6.506849315,77.8688524590164,">18","No","Female","Primiparous",0.25,"Low","ColdDry",55,"Dry",7.911111111,"Cold","L1",NA,NA
"LID_102907","LID_102907",2018-10-02,"10","2018","F21","Adult female",174772,"C3",9.619178082,115.114754098361,">18",NA,"Female",NA,NA,NA,"ColdDry",157.2,"Dry",8.203846154,"Cold","Cycling",NA,NA
"LID_102908","LID_102908",2018-10-05,"10","2018","F74","Adult female",200054,"V",6.687671233,80.0327868852459,">18","No","Female","Primiparous",1,"High","ColdDry",141.2,"Dry",8.211538462,"Cold","L1",NA,NA
"LID_102909","LID_102909",2018-11-07,"11","2018","F20","Adult female",99732,"C3",12.28767123,147.049180327869,">18","No","Female","Multiparous",0,"Low","ColdDry",164.5,"Dry",8.242307692,"Cold","L2",NA,NA
"LID_102910","LID_102910",2018-11-09,"11","2018","F19","Adult female",101989,"C5",13.4109589,160.491803278689,">18","No","Female","Multiparous",0.666666666666667,"Med","ColdDry",109.5,"Dry",8.246428571,"Cold","L1",NA,NA
"LID_102911","LID_102911",2018-11-14,"11","2018","F51","Adult female",996481,"M2",16.06849315,192.295081967213,">18",NA,"Female",NA,NA,NA,"ColdDry",92.2,"Dry",8.075,"Cold","Cycling",NA,NA
"LID_102914","LID_102914",2018-12-04,"12","2018","F26","Adult female",51557,"D1",17.80821918,213.114754098361,">18",NA,"Female",NA,NA,NA,"ColdDry",66,"Dry",7.955555556,"Cold",NA,NA,NA
"LID_102917","LID_102917",2019-01-17,"1","2019","F44","Adult female",240396,"M1",14.09863014,168.72131147541,">18","No","Female","Multiparous",0.4,"Med","ColdDry",0,"Dry",6.384615385,"Cold","L1",NA,NA
"LID_102918","LID_102918",2018-12-07,"12","2018","F70","Adult female",123894,"V",11.75068493,140.622950819672,">18","No","Female","Multiparous",0.8,"High","ColdDry",55,"Dry",7.911111111,"Cold","L1",NA,NA
"LID_102921","LID_102921",2019-01-03,"1","2019","F37","Adult female",126076,"J1",15.52054795,185.737704918033,">18","No","Female","Multiparous",0,"Low","ColdDry",0.9,"Dry",7.517857143,"Cold","L1",NA,NA
"LID_102924","LID_102924",2019-01-08,"1","2019","F42","Adult female",205474,"M1",8.230136986,98.4918032786885,">18",NA,"Female","Multiparous",NA,NA,"ColdDry",0.9,"Dry",6.971428571,"Cold","Pregnant",NA,NA
"LID_102926","LID_102926",2018-12-07,"12","2018","F51","Adult female",129134,"M2",16.13150685,193.049180327869,">18",NA,"Female",NA,NA,NA,"ColdDry",55,"Dry",7.911111111,"Cold","Cycling",NA,NA
"LID_102930","LID_102930",2018-12-04,"12","2018","F71","Adult female",74687,"V",13.8109589,165.27868852459,">18","No","Female","Multiparous",0,"Low","ColdDry",66,"Dry",7.955555556,"Cold","L1",NA,NA
"LID_102932","LID_102932",2019-01-08,"1","2019","F40","Adult female",237055,"K",11.83835616,141.672131147541,">18","No","Female","Multiparous",1,"High","ColdDry",0.9,"Dry",6.971428571,"Cold","L1",NA,NA
"LID_102939","LID_102939",2019-01-04,"1","2019","F21","Adult female",387530,"C3",9.876712329,118.196721311475,">18",NA,"Female",NA,NA,NA,"ColdDry",0.9,"Dry",7.44137931,"Cold","Cycling",NA,NA
"LID_102941","LID_102941",2019-01-22,"1","2019","F4","Adult female",683964,"A",17.29041096,206.918032786885,">18","No","Female","Multiparous",0.6,"Med","ColdDry",0,"Dry",6.451851852,"Cold","L1",NA,NA
"LID_102943","LID_102943",2017-10-13,"10","2017","F22","Adult female",25229,"C5",13.6630137,163.508196721311,">18",NA,"Female",NA,NA,NA,"ColdDry",102.7,"Dry",8.307692308,"Cold","Cycling",NA,NA
"LID_102945","LID_102945",2018-11-30,"11","2018","F74","Adult female",407361,"V",6.84109589,81.8688524590164,">18","No","Female","Primiparous",1,"High","ColdDry",65.5,"Dry",7.7,"Cold","L1",NA,NA
"LID_102953","LID_102953",2018-12-03,"12","2018","F24","Adult female",140191,"D1",9.131506849,109.27868852459,">18",NA,"Female",NA,NA,NA,"ColdDry",66,"Dry",7.642307692,"Cold",NA,NA,NA
"LID_102955","LID_102955",2019-01-05,"1","2019","F18","Adult female",56672,"C3",16.34794521,195.639344262295,">18","No","Female","Multiparous",1,"High","ColdDry",0.9,"Dry",7.068965517,"Cold","L2",NA,NA
"LID_102956","LID_102956",2019-01-09,"1","2019","F23","Adult female",133316,"C5",8.964383562,107.27868852459,">18",NA,"Female",NA,NA,NA,"ColdDry",0.9,"Dry",6.882142857,"Cold","Cycling",NA,NA
"LID_102957","LID_102957",2019-01-22,"1","2019","F2","Adult female",583333,"A",14.65753425,175.409836065574,">18","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",6.451851852,"Cold","L2",NA,NA
"LID_102959","LID_102959",2017-10-14,"10","2017","F21","Adult female",126334,"C3",8.652054795,103.540983606557,">18","No","Female","Primiparous",0.5,"Med","ColdDry",100.7,"Dry",8.269230769,"Cold","L2",NA,NA
"LID_102963","LID_102963",2019-01-05,"1","2019","F20","Adult female",65048,"C3",12.44931507,148.983606557377,">18","No","Female","Multiparous",0,"Low","ColdDry",0.9,"Dry",7.068965517,"Cold","L2",NA,NA
"LID_102964","LID_102964",2019-01-09,"1","2019","F38","Adult female",109967,"K",7.383561644,88.3606557377049,">18","No","Female","Primiparous",0,"Low","ColdDry",0.9,"Dry",6.882142857,"Cold","L1",NA,NA
"LID_102965","LID_102965",2019-01-22,"1","2019","F5","Adult female",544796,"A",10.93972603,130.918032786885,">18","No","Female","Multiparous",0.666666666666667,"Med","ColdDry",0,"Dry",6.451851852,"Cold","L2",NA,NA
"LID_102969","LID_102969",2018-12-03,"12","2018","F25","Adult female",47809,"D2",21.60547945,258.55737704918,">18",NA,"Female",NA,NA,NA,"ColdDry",66,"Dry",7.642307692,"Cold",NA,NA,NA
"LID_102970","LID_102970",2018-12-06,"12","2018","F28","Adult female",191823,"D1",11.54246575,138.131147540984,">18",NA,"Female",NA,NA,NA,"ColdDry",55,"Dry",7.911111111,"Cold",NA,NA,NA
"LID_102971","LID_102971",2019-01-07,"1","2019","F71","Adult female",99062,"V",13.90410959,166.393442622951,">18","No","Female","Multiparous",0,"Low","ColdDry",0.9,"Dry",7.014285714,"Cold","L1",NA,NA
"LID_102972","LID_102972",2019-01-09,"1","2019","F73","Adult female",98488,"V",11.11506849,133.016393442623,">18",NA,"Female",NA,NA,NA,"ColdDry",0.9,"Dry",6.882142857,"Cold","Cycling",NA,NA
"LID_102973","LID_102973",2019-01-22,"1","2019","F1","Adult female",148664,"A",15.23013699,182.262295081967,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",6.451851852,"Cold","Cycling",NA,NA
"LID_102979","LID_102979",2019-01-07,"1","2019","F75","Adult female",654509,"V",19.94520548,238.688524590164,">18","No","Female","Multiparous",0.4,"Med","ColdDry",0.9,"Dry",7.014285714,"Cold","L2",NA,NA
"LID_102980","LID_102980",2019-01-10,"1","2019","F26","Adult female",241282,"D1",17.90958904,214.327868852459,">18",NA,"Female",NA,NA,NA,"ColdDry",0.9,"Dry",6.785714286,"Cold",NA,NA,NA
"LID_102981","LID_102981",2019-01-22,"1","2019","F54","Adult female",255415,"N",13.4,160.360655737705,">18","No","Female","Multiparous",0.25,"Low","ColdDry",0,"Dry",6.451851852,"Cold","L2",NA,NA
"LID_102988","LID_102988",2019-01-10,"1","2019","F24","Adult female",39774,"D1",9.235616438,110.524590163934,">18",NA,"Female",NA,NA,NA,"ColdDry",0.9,"Dry",6.785714286,"Cold",NA,NA,NA
"LID_102994","LID_102994",2019-01-03,"1","2019","F47","Adult female",46161,"M2",16.17534247,193.573770491803,">18","No","Female","Multiparous",1,"High","ColdDry",0.9,"Dry",7.517857143,"Cold","L2",NA,NA
"LID_102996","LID_102996",2019-01-10,"1","2019","F20","Adult female",382878,"C3",12.4630137,149.147540983607,">18","No","Female","Multiparous",0,"Low","ColdDry",0.9,"Dry",6.785714286,"Cold","L2",NA,NA
"LID_103001","LID_103001",2018-12-03,"12","2018","F28","Adult female",69560,"D1",11.53424658,138.032786885246,">18",NA,"Female",NA,NA,NA,"ColdDry",66,"Dry",7.642307692,"Cold",NA,NA,NA
"LID_103014","LID_103014",2016-07-08,"7","2016","F71","Adult female",259365,"V",11.40273973,136.459016393443,">18",NA,"Female",NA,NA,NA,"ColdWet",445.8,"Wet",8.793548387,"Cold","Cycling",NA,NA
"LID_103017","LID_103017",2018-06-02,"6","2018","F19","Adult female",550241,"C5",12.97260274,155.245901639344,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",191.7,"Dry",10.03076923,"Hot","Pregnant",NA,NA
"LID_103025","LID_103025",2018-06-02,"6","2018","F17","Adult female",246748,"C5",21.26849315,254.524590163934,">18","No","Female","Multiparous",0.75,"High","ColdWet",191.7,"Dry",10.03076923,"Hot","L1",NA,NA
"LID_103026","LID_103026",2018-03-12,"3","2018","F17","Adult female",100132,"C5",21.04383562,251.83606557377,">18","No","Female","Multiparous",0.75,"High","HotDry",2.2,"Dry",8.023076923,"Cold","L1",NA,NA
"LID_103037","LID_103037",2016-03-23,"3","2016","F22","Adult female",198925,"C5",12.10410959,144.852459016393,">18","No","Female","Multiparous",1,"High","HotDry",56.4,"Dry",10.43703704,"Hot","L1",NA,NA
"LID_103038","LID_103038",2015-03-03,"3","2015","F9","Adult female",348064,"B1",4.547945205,54.4262295081967,">18",NA,"Female",NA,NA,NA,"HotDry",2,"Dry",9.052380952,"Hot","Cycling",NA,NA
"LID_103040","LID_103040",2016-03-22,"3","2016","F16","Adult female",660236,"C5",10.31232877,123.409836065574,">18","No","Female","Multiparous",0.4,"Med","HotDry",56.4,"Dry",10.42222222,"Hot","L1",NA,NA
"LID_103042","LID_103042",2018-03-03,"3","2018","F27","Adult female",79995,"D",15.10684932,180.786885245902,">18",NA,"Female",NA,NA,NA,"HotDry",2.2,"Dry",8.044444444,"Cold","Cycling",NA,NA
"LID_103045","LID_103045",2016-03-25,"3","2016","F27","Adult female",376134,"D",13.16712329,157.573770491803,">18",NA,"Female","Multiparous",NA,NA,"HotDry",56.4,"Dry",10.56666667,"Hot","Pregnant",NA,NA
"LID_103046","LID_103046",2015-03-03,"3","2015","F14","Adult female",43657,"B1",16.2630137,194.622950819672,">18","No","Female","Multiparous",0.875,"High","HotDry",2,"Dry",9.052380952,"Hot","L1",NA,NA
"LID_103049","LID_103049",2018-04-02,"4","2018","F26","Adult female",67183,"D",17.13424658,205.049180327869,">18",NA,"Female",NA,NA,NA,"HotDry",22.6,"Dry",8.213333333,"Hot","Cycling",NA,NA
"LID_103054","LID_103054",2015-03-03,"3","2015","F13","Adult female",67291,"B1",7.345205479,87.9016393442623,">18","No","Female","Primiparous",0.142857142857143,"Low","HotDry",2,"Dry",9.052380952,"Hot","L1",NA,NA
"LID_103060","LID_103060",2016-01-09,"1","2016","F71","Adult female",219804,"V",10.90684932,130.524590163934,">18","No","Female","Multiparous",0,"Low","ColdDry",28.3,"Dry",7.106666667,"Cold","L2",NA,NA
"LID_103068","LID_103068",2016-01-09,"1","2016","F72","Adult female",365712,"V",10.90684932,130.524590163934,">18","No","Female","Multiparous",0.166666666666667,"Low","ColdDry",28.3,"Dry",7.106666667,"Cold","L2",NA,NA
"LID_103069","LID_103069",2016-04-13,"4","2016","F72","Adult female",276757,"V",11.16712329,133.639344262295,">18",NA,"Female",NA,NA,NA,"HotDry",64.9,"Dry",10.86666667,"Hot","Cycling",NA,NA
"LID_103070","LID_103070",2015-03-04,"3","2015","F8","Adult female",126255,"B1",10.22191781,122.327868852459,">18","No","Female","Multiparous",0.25,"Low","HotDry",2,"Dry",9.161904762,"Hot","L1",NA,NA
"LID_103077","LID_103077",2016-04-18,"4","2016","F71","Adult female",458939,"V",11.18082192,133.803278688525,">18",NA,"Female",NA,NA,NA,"HotDry",46.1,"Dry",10.89333333,"Hot","Cycling",NA,NA
"LID_103085","LID_103085",2016-04-29,"4","2016","F25","Adult female",239013,"D",19.00821918,227.475409836066,">18","No","Female","Multiparous",0,"Low","HotDry",37.5,"Dry",10.875,"Hot","L1",NA,NA
"LID_103093","LID_103093",2016-05-31,"5","2016","F16","Adult female",573188,"C5",10.50410959,125.704918032787,">18","No","Female","Multiparous",0.4,"Med","HotDry",262.6,"Dry",9.816129032,"Cold","L1",NA,NA
"LID_103097","LID_103097",2018-04-03,"4","2018","F73","Adult female",39415,"V",10.34520548,123.803278688525,">18",NA,"Female",NA,NA,NA,"HotDry",23.4,"Dry",8.26,"Hot","Pregnant",NA,NA
"LID_103100","LID_103100",2016-02-22,"2","2016","F28","Adult female",338304,"D",8.753424658,104.754098360656,">18","No","Female","Multiparous",0,"Low","HotDry",0,"Dry",8.182142857,"Cold","L1",NA,NA
"LID_103101","LID_103101",2016-06-18,"6","2016","F42","Adult female",108836,"M1",5.671232877,67.8688524590164,">18","No","Female","Primiparous",0.857142857142857,"High","ColdWet",222.9,"Dry",10.134375,"Cold","L1",NA,NA
"LID_103106","LID_103106",2016-07-01,"7","2016","F73","Adult female",448242,"V",8.589041096,102.786885245902,">18","No","Female","Primiparous",0.5,"Med","ColdWet",372.4,"Wet",9.283870968,"Cold","L2",NA,NA
"LID_103117","LID_103117",2015-12-01,"12","2015","F50","Adult female",28577,"M1",22.50136986,269.27868852459,">18","No","Female","Multiparous",0.714285714285714,"High","ColdDry",173,"Dry",7.977777778,"Cold","L2",NA,NA
"LID_103125","LID_103125",2016-01-28,"1","2016","F36","Adult female",130049,"J1",14.75342466,176.55737704918,">18","No","Female","Multiparous",1,"High","ColdDry",1.3,"Dry",7.2,"Cold","L1",NA,NA
"LID_103129","LID_103129",2016-02-08,"2","2016","F26","Adult female",523641,"D",14.98630137,179.344262295082,">18",NA,"Female","Multiparous",NA,NA,"HotDry",0,"Dry",7.14137931,"Cold","Pregnant",NA,NA
"LID_103133","LID_103133",2016-02-09,"2","2016","F20","Adult female",452514,"C3",9.542465753,114.196721311475,">18","No","Female","Multiparous",0.5,"Med","HotDry",0,"Dry",7.193103448,"Cold","L2",NA,NA
"LID_103141","LID_103141",2016-02-18,"2","2016","F19","Adult female",64623,"C5",10.68493151,127.868852459016,">18",NA,"Female","Multiparous",NA,NA,"HotDry",0,"Dry",7.917241379,"Cold","Pregnant",NA,NA
"LID_103145","LID_103145",2016-04-14,"4","2016","F48","Adult female",247891,"M1",17.60821918,210.72131147541,">18","No","Female","Multiparous",0,"Low","HotDry",64.9,"Dry",10.78666667,"Hot","L2",NA,NA
"LID_103146","LID_103146",2016-04-13,"4","2016","F73","Adult female",653532,"V",8.37260274,100.196721311475,">18","No","Female","Primiparous",0.5,"Med","HotDry",64.9,"Dry",10.86666667,"Hot","L1",NA,NA
"LID_103148","LID_103148",2016-05-14,"5","2016","F43","Adult female",281897,"M2",18.73150685,224.16393442623,">18",NA,"Female",NA,NA,NA,"HotDry",213.8,"Dry",10.17,"Hot","Cycling",NA,NA
"LID_103249","LID_103249",2018-04-10,"4","2018","F67","Adult female",179978,"T1",7.408219178,88.655737704918,">18",NA,"Female",NA,NA,NA,"HotDry",25.9,"Dry",8.416129032,"Hot",NA,NA,NA
"LID_103251","LID_103251",2018-04-10,"4","2018","F79","Adult female",146744,"Z5",13.82739726,165.475409836066,">18","No","Female","Multiparous",1,"High","HotDry",25.9,"Dry",8.416129032,"Hot","L1",NA,NA
"LID_103252","LID_103252",2018-04-10,"4","2018","F62","Adult female",95070,"T1",15.86027397,189.803278688525,">18",NA,"Female",NA,NA,NA,"HotDry",25.9,"Dry",8.416129032,"Hot",NA,NA,NA
"LID_103255","LID_103255",2018-04-03,"4","2018","F74","Adult female",211675,"V",6.180821918,73.9672131147541,">18",NA,"Female","Primiparous",NA,NA,"HotDry",23.4,"Dry",8.26,"Hot","Pregnant",NA,NA
"LID_103261","LID_103261",2018-04-06,"4","2018","F10","Adult female",159120,"B3",7.989041096,95.6065573770492,">18","No","Female","Primiparous",0,"Low","HotDry",25.9,"Dry",8.39,"Hot","L2",NA,NA
